mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,label
-362.54645,76.160034,16.113659,-10.792534,-42.46115,-27.224785,-31.033615,-26.269297,-18.113115,-12.047329,-5.2969427,-1.3846714,-13.648267,-7.5567255,-19.578436,-8.731712,-11.7660885,-5.6537175,tired
-103.91718,89.01196,-34.466038,-37.479588,-39.750637,-18.018389,-12.628919,-13.998102,-4.6129556,-3.4281056,-2.8372426,11.963408,6.1025686,-4.598387,-6.6267014,-2.0808198,-3.578243,-7.7351594,tired
197.26578,-1.7553278,-0.027636591,0.1120935,-0.6443625,-0.28847185,-0.07161004,-0.18072115,-0.325068,-0.43864653,0.6109803,0.75861853,-0.11159298,0.06426277,-0.119778946,-0.19149874,0.13442788,-0.652465,tired
-370.36407,88.23738,9.631191,-15.795808,-44.38311,-26.65638,-32.00187,-23.819468,-14.283698,-8.339737,-1.1998544,-7.3393283,-12.904362,-12.307081,-15.869587,-6.5604563,-9.0242195,-3.4668424,tired
-177.11003,9.035918,-21.133581,10.30474,-27.422047,13.385501,-17.64205,-8.421092,-17.098246,-13.700969,-4.7757277,3.9131708,12.167347,5.461291,-10.236882,-7.1113505,-9.644114,-5.2824717,tired
-205.13449,26.339819,-19.47927,-2.9911907,-18.718172,-3.454428,-22.85296,-7.8782353,-17.62105,-6.25341,-0.38735583,3.4313254,-6.655411,-16.725056,-5.737862,-2.32451,-8.426545,-7.693566,tired
197.20247,-1.4608918,0.78018296,0.51461476,0.49225834,-0.048588738,-0.09614951,0.4685458,-0.110648386,-0.056399073,0.018338852,0.41190886,0.2519838,-0.07345986,-0.14198966,-0.23825867,0.18997642,-0.17050916,tired
-123.39475,-7.680767,-45.79655,-14.83053,-35.80921,-6.5828986,-14.554727,5.8630204,-17.312843,-2.7078054,9.897451,16.990097,-2.4687345,-3.6347804,-12.851173,0.16247874,-4.630817,2.4850092,tired
197.4306,-1.8067905,0.18059371,-0.20648378,0.056960396,0.38446906,0.113209166,0.072304584,0.3027812,0.38020304,-0.0087249065,-0.36397216,0.27294773,0.82018566,0.46329895,0.494558,-0.30066207,0.3627785,tired
-176.39189,39.415714,-52.869164,-21.770376,-15.920528,-15.487344,-18.729094,-16.477148,-18.208073,-1.3766693,0.40250945,0.95585406,-6.725152,-8.095633,-8.660665,-3.9387329,-3.538938,-8.928633,tired
198.0395,-1.5073113,-1.0256535,0.05494092,-0.0134969605,0.23603502,0.29164445,-0.31469968,0.13517559,-0.15435058,0.09939022,1.1377877,-0.26322138,-0.4349127,0.44533697,0.2778791,-0.31124127,-0.06419072,tired
-79.51435,-40.447655,-32.439075,-11.802659,-15.051726,16.398888,-15.177385,-10.973497,1.7925649,-3.2747025,-3.2852426,-3.6646173,-0.21922204,-0.13586186,-7.9487715,-5.8830824,-3.6144278,1.5471312,burping
199.0991,-1.8755115,-2.2235584,1.4195914,1.1199002,0.57572836,-0.53662944,-0.75735486,0.061374128,0.6558686,0.057161175,-0.7390547,-0.5432462,0.16230963,0.6938007,-0.7882114,-1.0283003,0.38346383,burping
-256.44208,39.807323,-26.92973,-1.7538067,-16.317905,-4.1468053,-18.401936,-11.762091,-14.321114,-9.835014,-15.58328,-13.639266,-14.070641,-9.555757,-12.795064,-8.08624,-9.895254,-6.478109,burping
-170.44434,6.4425445,-26.765911,-11.608748,-28.526163,1.134924,-17.313751,-4.890041,-9.223732,0.52055705,-4.1497197,-1.406511,-5.517352,-3.5463862,-0.75589126,0.9771953,-4.9242663,-2.4381227,burping
-285.46786,66.68523,-20.625134,-26.570671,-29.15731,-23.598677,-16.544657,-17.909529,-6.162419,1.0954537,-0.24434517,6.9210052,3.0737963,-9.332637,-14.609325,-4.175904,-5.692909,-12.958621,burping
-98.643814,-25.218662,-44.014988,3.5308266,-4.879382,1.0212257,-20.87985,-2.7882714,-2.3147316,9.545539,-7.43832,1.1380106,-2.004229,1.1610092,-5.607234,-2.8696604,2.2970436,2.3266585,burping
-100.65078,-22.538975,-45.23336,2.938279,-6.0831285,3.2727892,-22.00308,-3.4335532,-4.6299567,9.464007,-6.207535,0.85364485,-1.5991479,2.0317793,-3.4413335,-4.356482,1.3733606,2.9374576,burping
-58.632683,-29.323929,-24.942781,8.8116255,-51.68342,-8.687797,-18.074026,2.80145,-22.756248,4.7813725,-10.288053,10.932061,1.3109874,5.588559,-1.6548725,3.2764425,-6.74552,-7.482429,burping
198.09883,-3.5765061,-0.12713785,-0.5819098,-0.058946796,0.6907942,-1.8584878,1.5670005,-0.41827786,-0.3034762,-0.42944098,0.035272144,0.67054844,-0.5310761,-0.2713853,-0.05816851,0.37648594,-0.19477478,burping
-260.90018,35.899178,-28.737846,-3.8242867,-14.69089,-11.906342,-19.56306,-11.426469,-15.132629,-15.992663,-15.9348955,-11.381286,-11.607284,-10.488367,-7.346034,-6.5124145,-4.1992183,-3.00394,burping
198.21797,-1.3723438,0.18970853,0.3341935,-0.55349374,0.04995675,-0.07173145,-0.047958426,-0.5093944,0.38617423,0.38527957,0.46833944,-0.68289393,-1.2171558,0.28875726,0.12276633,-0.48043635,-0.08545882,burping
-276.25385,64.26713,-32.026688,2.7775273,-16.094175,-2.7735689,-11.894977,-11.993583,-12.649018,-10.038563,-10.155863,-11.743141,-13.345449,-11.592948,-9.913438,-10.898056,-8.047018,-9.032348,burping
-65.17931,-17.202988,-28.498365,12.680042,-44.186756,-14.642634,-16.687988,2.0173454,-17.47457,-1.0845951,-7.925617,3.1121836,4.9406075,5.755073,0.12493415,3.2667792,-0.31254455,-3.6634746,burping
-201.3835,5.318207,12.172522,-7.333104,-26.839668,-1.2787644,-21.329456,-4.102329,-20.667286,-9.50852,-12.1364,-4.940461,-13.537626,-2.981288,-9.040943,-1.7814778,-6.7843113,-3.5200648,burping
198.84505,-2.9370058,-0.20687822,0.7345644,-2.820945,-2.018101,-0.62100285,-0.040130634,-0.7470735,1.1464326,0.024352564,0.8941607,0.9839736,0.15542994,0.72318155,-0.0053488584,-0.48795283,-0.9077414,burping
-97.71747,-22.162704,-46.88414,1.9965032,-11.737103,13.06422,-21.046951,-3.8994858,-13.17509,7.8447843,0.46236607,-0.59869826,-2.5645392,-0.2385674,1.5996939,-2.023489,-5.5973372,0.37361595,burping
-296.64197,76.28243,-7.279761,-15.716404,-24.431948,-23.896973,-19.2558,-13.166208,-19.567152,-7.391431,-3.7858436,-3.9710193,-0.25106034,4.976385,9.060564,-4.2489996,-10.741803,-8.830232,burping
-259.55438,23.428665,-24.537035,17.038366,-20.658712,-7.987645,-6.066403,-14.599758,-19.074583,-7.204555,5.4362044,10.409463,-2.5972207,-19.800682,-13.083204,3.0045972,-7.6211934,-9.887699,burping
-164.41167,1.8766304,-28.912403,-20.198519,-17.369215,-6.4580264,-14.226158,-1.3912716,-2.8703978,-1.5518837,-6.430719,-2.6653535,-2.2091432,0.13163483,-5.0416107,-1.7263005,2.332698,2.3388278,burping
-264.57635,42.06086,-31.09318,-2.4166038,-16.189,-8.714149,-20.57797,-11.720671,-14.466594,-14.319311,-17.26307,-13.188524,-11.54192,-11.991747,-9.594903,-8.197933,-6.5091105,-4.5051146,burping
-92.24864,-28.418123,-36.448658,3.0891802,-1.1462368,-7.420694,-16.474176,-0.12944657,1.8863859,3.963769,-6.999218,3.3725874,-1.8846445,-0.40081763,-6.1923504,3.9044638,3.1031263,1.9255965,burping
-75.08087,-50.349155,-13.957197,-0.81340665,10.634889,-9.382045,-4.217596,9.884597,-5.395478,3.0805798,-3.161907,-3.7590375,-5.863468,3.03732,-2.574718,-1.6914937,-2.3142405,1.5594966,burping
-110.80849,0.90480435,-50.9191,-0.5800986,-13.764779,11.3845625,-6.854898,-7.860786,-10.406236,-6.606249,4.4317865,2.1024988,-0.72368443,-0.7843299,-3.5990992,4.362115,-1.3096448,-2.3740318,burping
197.17867,-1.7559822,1.1205723,-0.013897463,-0.3685298,-0.041135397,-0.3287034,-0.41871002,-0.27188253,-0.021935927,-0.2634997,-0.02032631,-0.061660115,-0.060849156,-0.031101165,0.37081468,-0.064594306,0.17770569,burping
-79.29234,-40.419792,-31.251041,-11.551535,-14.112375,16.751997,-16.700275,-9.41432,1.5277482,-2.3153381,-3.1822507,-2.0848114,1.0554214,-0.4921433,-7.937951,-5.1801643,-2.9262335,1.2208494,burping
-281.94492,62.381832,-11.110167,-23.756264,-27.092388,-25.375032,-17.007868,-16.801258,-16.20072,0.6485211,-5.8317456,3.4149635,3.6910691,7.3437967,-9.990812,-12.455127,-7.0078387,-3.7735033,burping
-258.98514,27.593903,-24.218815,16.658821,-15.934765,-10.642136,-3.8322835,-9.05804,-17.631222,-12.901557,-1.6839244,9.067246,8.549845,-7.7281914,-20.725592,-3.8876836,-0.43477464,-9.465497,burping
-85.26297,-45.958584,-33.927326,-13.858547,-13.375624,15.991553,-24.696474,-2.2512712,-1.7008885,-2.552909,-5.796852,-1.1773652,-1.0054686,-4.954806,-9.815351,-3.5856946,-1.2859414,-0.6022744,burping
-185.45538,25.78831,-28.343174,-6.125806,-28.426258,-4.3751073,-9.422244,-9.030349,-7.371928,-5.2487164,-2.3128629,-2.1166933,-1.6391927,-3.2942712,-5.549031,-1.3990997,0.6257805,-1.7960057,burping
197.07848,-1.616538,0.7103432,0.24628799,0.39241368,0.10291119,-0.67852616,-0.3402046,0.6009479,0.4181369,0.5243014,0.65184766,0.17346893,-0.5699911,-0.74024487,-0.80060506,-0.23849547,0.08906305,burping
-84.64033,-56.69823,-24.427162,-10.983823,-1.5366163,-0.82432634,-20.661886,9.328773,-4.4049077,-1.2832185,-3.4294367,-1.7513621,-10.934707,-4.958083,0.12137653,-1.3818161,-3.658489,-2.5142808,burping
-214.17986,20.89405,5.485564,5.779215,-27.041988,-3.7302372,-14.643956,-8.127736,-10.319894,-14.534375,-11.366925,-7.88326,-6.9195147,-9.907356,-4.7381253,-7.5438657,-2.9729161,-5.045619,burping
-184.83902,24.537329,-28.46439,-6.4261355,-28.645649,-3.5979056,-10.2295265,-8.563285,-7.867195,-4.67516,-2.0098705,-1.8705795,-1.9619976,-4.011557,-5.5489435,-0.8815771,0.2707249,-2.1135573,burping
-287.0362,68.720474,-17.50529,-25.056347,-28.063988,-23.95576,-16.302153,-17.616516,-9.966094,1.5576178,-2.8287852,6.5120873,5.2820964,-1.4594333,-15.269011,-7.705125,-3.3874347,-9.433109,burping
-172.66737,6.992655,-30.441477,-16.964027,-21.7437,-2.294248,-16.954317,-3.7047353,-4.3335533,0.53811884,-6.325299,-3.6646183,-4.2834964,1.4500147,-1.8665293,-4.7761045,-1.5795058,1.695255,burping
-244.2929,6.132694,-17.20903,12.80433,-22.700598,-5.8889437,-9.204925,-19.13464,-16.588554,0.821507,10.024014,3.8618069,-15.538314,-19.849405,-0.39009842,-0.6969702,-14.499748,-0.74828094,burping
-56.58358,-29.830965,-17.868021,-8.170581,-40.801952,-4.756166,-8.3883,-8.319349,-7.671753,5.3117385,2.2385347,11.445221,-0.124851465,3.9603593,-3.5103743,-5.9382067,-9.935987,-1.8953322,burping
-200.06331,9.127713,6.115249,-19.154116,-16.474062,-11.48503,-15.823031,-14.622559,-13.969302,-7.155523,-10.780278,-7.207306,-3.8217309,-5.789875,-3.8067083,-5.291473,-3.117791,-2.407165,burping
197.5368,-0.95379454,1.0025632,-0.31583023,-0.65756387,-1.1721607,-0.9416893,-0.6877247,-0.44197884,-0.37384582,0.22570042,0.9273093,0.9133008,0.9996524,0.33243862,-0.15254468,-0.4884458,-0.4473177,burping
197.29327,-2.2699432,1.1389847,-0.030241905,-0.020785898,0.53233767,-1.04924,1.0413376,0.039611913,-0.16885023,-0.14902326,-0.17363891,-0.52590007,0.7430781,0.29142493,-0.015091228,-0.279771,-0.093229294,burping
-178.37404,11.958279,-30.882893,-12.894892,-26.635653,0.10899386,-17.984432,-4.6905212,-7.4818645,1.1711619,-4.7074466,-2.8876047,-6.1094546,-1.1892409,0.29789007,-2.8430452,-5.1204658,0.06412565,burping
-245.06465,7.844344,-18.080437,9.218885,-23.232603,-3.865743,-18.65716,-17.13339,0.64231753,11.5063305,-3.250428,-16.549686,-15.620695,0.8838691,-4.30778,-12.17135,5.961595,3.3739545,burping
-265.3151,43.625206,-31.515232,-1.9914212,-16.668533,-7.971804,-20.512415,-11.877559,-14.405933,-13.473729,-17.261093,-13.568272,-11.689356,-11.757052,-10.189825,-8.241836,-7.126302,-4.8658953,burping
-256.65698,26.062263,-24.17824,16.344376,-16.172472,-9.616619,-4.2267313,-10.274583,-18.56438,-11.604113,0.5282498,9.618174,5.88849,-10.400719,-19.702036,-2.2090292,-1.6697518,-10.346099,burping
-313.87808,79.113785,-73.43749,-2.546181,-31.4892,0.6784327,-23.214155,-12.250774,-13.397346,-13.386104,2.2493913,11.305997,5.9581413,-2.5873997,-9.0318365,-0.5166063,-12.8055935,-16.608772,hungry
-234.20291,23.077675,-39.793648,-20.199749,-14.674392,-1.0253966,-13.607207,-2.6420462,-10.2178335,-7.305858,3.8589313,2.4344058,-3.3916066,-5.219365,-2.7849019,4.387267,-3.6437395,-5.38496,hungry
-429.41293,36.714798,-14.191538,-1.6704913,-22.478855,-9.120336,-27.395538,-19.638466,-16.96018,-9.712571,-8.437599,-7.0729227,-5.036961,-4.283224,-7.3255267,-0.83465606,-5.5873885,-0.68448263,hungry
-534.2437,44.024555,-10.588545,-2.2239387,-9.268876,-6.993632,-4.686703,-7.5968127,-8.779247,-3.1466503,-7.4635625,-3.7537959,-6.2260833,-4.007238,-10.727416,-5.9356956,-8.051219,-3.6153488,hungry
-188.44498,37.591064,-31.285103,-3.0806916,-13.648066,-3.382936,-17.857967,-9.217226,-20.01903,-14.515471,-13.333706,-9.092234,-9.453004,-0.77398723,-9.10231,-5.625413,-6.881267,-3.3801813,hungry
-219.9031,46.72699,-19.273787,1.3063877,-21.221521,-7.7504616,-16.135565,-13.06906,-19.661278,-8.291516,-14.007254,-10.374465,-18.667425,-13.119892,-13.501899,-11.1943245,-15.6146965,-9.003639,hungry
-186.99817,23.331491,-30.192005,-5.7316575,-14.742616,21.708069,-9.593472,-4.279214,-13.246228,-7.163824,-7.313164,-10.021657,-7.043414,-10.855942,-7.239451,-4.3053923,-6.2069488,-4.258316,hungry
-259.1594,87.103676,-62.149536,-6.557788,-42.10074,1.456348,-15.972845,-1.7242678,-12.366996,-16.425987,-8.88081,-7.9316173,-0.63152766,5.8397174,0.12668559,1.5568786,0.37773845,1.3781514,hungry
-178.46518,-2.8821464,-31.156403,2.9085743,-26.01877,6.8724833,-16.794958,-14.047385,-12.696522,-10.450933,-9.913487,7.1623983,-10.411769,3.0421114,-10.189838,2.7633688,-5.6474524,-3.296889,hungry
-185.30774,26.587791,-24.934908,-14.456471,-24.866785,11.910363,-19.065977,-14.663438,-11.911379,-2.204843,-8.792458,-1.5607865,-8.833591,-4.719797,-6.6161075,-5.4342403,-6.1326275,-1.230832,hungry
-135.13342,17.896523,-41.94091,-21.359537,-18.817886,-7.000165,-22.821325,-13.8763,-6.68124,6.5293827,8.369387,1.5767237,-14.740668,3.0833387,-11.561706,-5.913036,-0.06801149,3.16729,hungry
-245.58443,9.710441,-36.272564,-11.443157,-18.989538,3.0313044,-32.29414,-1.6033713,-9.182184,7.0317526,2.652235,-11.115043,1.4835932,-8.051579,-6.227238,-3.167582,-8.816002,-2.1221373,hungry
-239.46437,79.9272,-33.104168,-32.595688,-28.143646,-15.184042,-13.798899,-8.001902,-17.772007,-7.196209,-13.920264,-9.529211,-7.8531656,-2.074804,-2.5295513,4.1175566,-1.918357,1.745714,hungry
-410.85562,46.24001,-10.469982,-5.8928046,-15.497195,-11.711425,-23.498938,-12.768634,-13.778735,-6.802423,-14.231,-14.329667,-16.730003,-9.884127,-13.06234,-9.432401,-14.420808,-9.791339,hungry
-91.087944,9.903333,-20.645699,-18.788605,-13.075439,5.252214,-14.052768,-5.2094827,-17.00157,1.8825877,-4.883771,-0.109988146,-2.0858288,0.117131665,0.46003827,-1.3146923,-3.5875616,0.3146422,hungry
-448.81558,4.1468806,-42.620434,-5.677213,-31.951948,7.4160156,-12.813826,2.5832202,-6.22753,-2.3249514,-11.751112,-7.853347,1.5270461,10.578844,14.236604,0.01881464,-10.894922,-3.7272348,hungry
-269.69022,42.60256,-25.763723,11.93128,-34.132828,-11.77867,-23.492714,0.25454572,-14.900989,-7.1720695,-14.235807,-7.4812984,-6.0161366,-3.428754,2.1610851,0.4890063,0.6649997,5.328755,hungry
-183.22221,37.09835,-43.09933,-18.757578,-32.684177,-16.359823,-4.5383253,-12.827964,-16.631624,-15.558678,-7.6191597,5.028351,9.158359,0.38567284,-7.771159,-2.7265558,-6.64716,-9.364814,hungry
-392.61948,110.318275,-21.005383,22.261507,-24.516258,-11.290178,0.41838428,-4.333802,-5.428481,-7.282127,-11.895716,-5.521591,-0.5286172,-2.737242,-6.452252,-10.676255,-11.485779,-6.847724,hungry
-150.1087,77.17888,-41.31779,-9.365932,-40.015617,-11.122625,-26.457586,-1.1908176,-19.237179,-7.6055717,-11.54837,1.2042695,-6.436857,1.7403499,0.11580351,-1.9559649,-1.0820597,-6.496219,hungry
-605.7443,33.156807,-12.062987,-9.788774,-26.327492,0.7361965,-15.022782,-4.3262734,-7.55795,-5.222656,-3.9362414,0.8518982,6.0175724,-2.2699635,-6.54684,-7.333504,-7.762353,-4.770357,hungry
-267.78122,16.661264,-31.6239,-9.488324,-34.510864,9.8623,-15.493476,-20.110956,-14.646794,-5.034353,4.9210668,5.0151634,0.124346726,-7.3069267,-9.868689,-6.6505985,-19.198631,-4.446934,hungry
-206.73747,83.65436,-5.6611185,10.81531,-16.637148,0.28606966,-7.0498157,-1.8383257,-12.150426,-11.211404,-12.565614,-8.161516,-6.1382804,-1.7101765,-11.133144,-8.64311,-9.090574,-9.910441,hungry
-287.0726,-2.8476393,-40.569496,-11.788751,-23.237793,8.991431,-20.377277,3.8286898,-16.197124,4.058202,-18.477734,12.6371765,8.347244,3.514503,-7.805827,-12.017806,-3.27137,-2.985806,hungry
-210.60924,25.554014,-2.0898051,10.354154,-8.850061,-19.011639,-14.66934,-16.424383,-30.000341,-9.683011,-7.913881,-1.2890518,-8.901746,-0.60114425,-9.004986,-2.2294462,-1.3690345,-5.7898245,hungry
-258.58588,5.904297,-30.721188,-7.7824492,-21.248083,-4.4929934,-23.522968,-17.159456,-5.271613,3.4630148,-2.2962527,-7.6968656,-4.0029116,-7.3051653,-9.416055,-1.9372886,-4.9593835,-0.89872825,hungry
-121.22697,-45.254745,-24.229263,-17.27676,-38.118477,6.554995,-18.465067,-2.5961928,-8.598931,4.642988,-10.640323,8.088398,-6.8557377,-3.197158,-2.5130851,2.755068,-9.5587845,-2.0620854,hungry
-160.2047,37.322323,3.2903035,0.65497154,1.2720656,-9.684228,-15.956132,-15.805914,-16.418762,-14.678724,-11.869619,-14.96929,-8.632137,-4.1993456,-8.458215,-3.9071927,-5.393091,-0.9008864,hungry
-276.16843,65.08892,-10.763288,5.5589457,-12.213554,-5.2501483,-14.057665,2.1805704,-9.561967,-0.99141777,-2.537025,-3.2125738,-8.214545,-1.4422685,1.1910155,0.12701592,-10.522641,-8.38725,hungry
-147.50291,32.15645,-21.14231,11.721847,-16.302032,5.0172973,-5.8292813,-12.40682,-12.997859,-18.033974,-14.752364,-5.14145,-11.073138,-4.58996,-12.275536,-5.8092556,-5.8536677,-2.33675,hungry
-257.64154,33.889366,-9.368994,-17.80682,-27.069103,-2.5073175,-27.097279,-16.635284,-18.261057,-11.33258,-14.585947,-2.0148466,-7.4351273,-8.612921,-9.401619,-9.249799,-7.541043,-2.1471891,hungry
-273.30798,60.888546,-22.29713,-14.649224,-21.548811,-13.532741,-10.025313,-9.328363,-8.551615,-11.756137,-7.3338294,-6.593597,-6.421764,-0.9265886,-6.039704,-6.6451097,-7.0591836,-6.026471,hungry
-139.72105,31.059149,-21.495245,-7.3217106,-29.985554,20.960348,-37.921764,-0.67933065,-21.910225,-10.233007,-12.445876,-9.443513,-17.113253,-2.620992,-5.522722,6.6400127,3.2985938,0.9323364,hungry
-379.4047,46.05187,-7.803686,-11.194368,-4.2260647,-8.230709,-16.38802,-3.5417497,-13.265861,-3.5431235,-7.4259653,-5.3472667,-10.809094,-7.198385,-7.9813304,-0.71761596,-9.259092,-4.287125,hungry
-291.91205,30.2852,-53.864986,-28.826777,-20.478601,-5.335492,-1.8805919,-6.637434,-14.099684,-7.1302705,-19.05387,4.2348485,11.910503,27.541641,4.251794,-16.048042,-13.85793,2.0529268,hungry
-281.1119,59.9694,-25.085585,-15.8485155,-27.971922,-11.22723,9.009637,6.6720324,-0.37338927,-6.3270636,-29.52767,-7.7087893,-10.478682,-6.7688127,-0.79460174,-1.1304381,-2.911144,-6.6129823,hungry
-205.38382,57.82417,-7.096589,18.795914,-7.26594,4.8092933,-6.1145244,-15.549328,-18.87595,-20.048805,-21.041954,-6.2573166,-7.0606585,-4.4539733,-17.712065,-13.343464,-8.270473,-8.264924,hungry
-286.04526,16.827406,-31.567764,-0.19012935,-16.840776,-9.351311,-22.226875,-18.879183,0.32395926,3.688504,-11.833799,-7.331191,-8.022856,-0.6953179,-10.391717,-8.777176,-12.121841,1.4204803,hungry
-330.69748,33.715954,-37.008526,3.2186937,-16.93618,-7.3188944,-13.12774,-8.529634,-13.5683365,-6.3075085,-9.852733,-2.2716072,-5.6419287,-6.5992465,-8.880824,-5.380744,-4.803211,-1.4070266,hungry
-465.90744,31.894428,-28.112803,-12.192541,-18.830805,-5.9234324,-13.583485,-7.703682,-20.447779,-6.067957,-11.114576,6.2338734,-0.76771003,-7.636615,-2.1433885,-11.954288,-6.5032024,-3.8768337,hungry
-264.41296,51.067844,-7.052701,-9.037248,-31.094587,4.863528,-10.360303,-4.937426,-9.202978,-15.88889,-7.048829,-1.8228303,-0.34176093,1.4827877,-12.239622,-7.843723,-10.67159,-6.262153,hungry
-422.72168,60.230545,10.297586,8.276475,-14.139596,-6.5093913,-10.994768,-4.194035,-11.19138,-8.234507,-6.260601,-9.4426565,-11.5193,-10.760654,-11.347999,-7.3384304,-11.968081,-6.8929334,hungry
-285.12103,21.591583,-45.861042,-15.797494,-32.278175,18.528122,-10.14629,0.43639037,-9.267665,-10.175556,-8.908843,-2.1831207,0.5793399,5.8565445,-4.780174,-1.2469611,-5.5537853,-0.8136694,hungry
-399.8558,53.48868,-27.168522,-4.5004635,-7.017306,-0.3296473,-15.02798,-9.017438,-14.738561,-3.758012,-10.835961,-5.6322327,-9.672186,-8.437179,-11.930412,-6.338612,-8.204209,-4.681536,hungry
-131.26862,14.808275,-25.853064,-35.836002,-28.42323,5.5258813,-10.205299,-4.6369557,-15.752732,-0.55077237,-1.7425144,-2.5437863,-4.97882,-0.56604916,-3.0740802,-2.4301906,1.2392904,3.230112,hungry
-314.77344,37.98888,-42.290924,-9.479277,-20.860626,-1.1674315,-14.581523,-7.613276,-13.753544,0.66909486,-2.2606676,-2.8235047,-1.5222195,-4.6003537,-11.559633,-3.1409912,1.7980411,0.013655591,hungry
-194.61493,51.809505,-85.66098,-39.015892,-33.081135,18.212217,-23.104992,-9.403901,-5.614904,22.373503,2.3763702,-8.655537,-18.227146,-0.14611438,-10.387371,-15.614823,2.0850382,7.3857007,hungry
-171.20856,28.719593,-6.71338,-10.417868,-30.528921,-6.9430037,-17.492193,-8.314367,6.2852473,4.634859,-3.380105,-8.124516,-16.006119,-4.0342455,-12.54096,-3.3127832,4.405629,1.0793248,hungry
-276.61258,48.625618,-1.5560889,3.805851,-17.483349,-12.312841,-20.783487,-17.112822,-19.74152,-13.841459,-14.335951,-11.83545,-15.309555,-11.28589,-12.892159,-7.762947,-14.014709,-3.682973,hungry
-320.70956,1.58756,-15.74141,-15.9979105,-13.529459,1.1925917,-12.137886,1.7711277,-9.903812,4.0033097,-4.043091,3.3875432,-5.4648676,-5.181274,-2.2266133,-2.525116,-8.929221,-5.1232514,hungry
-71.666214,-21.56356,-22.295193,-6.566772,-32.713352,14.995369,-34.420815,3.10161,-18.380728,-3.1178708,-15.927812,-2.3735216,5.204308,18.603899,0.27371764,-4.286049,-12.8637085,0.5653491,hungry
-94.47696,36.605965,-24.81244,1.808073,-22.265276,-13.967631,-10.083593,-3.029905,-17.708582,-9.8777075,-16.891413,3.275795,-1.5758383,-2.441894,-12.185679,-4.401153,-4.0869374,-6.2825418,hungry
-487.91428,95.01756,-28.980104,-20.65141,1.89182,-9.082121,-10.333635,-10.423557,-28.082165,-2.2013786,3.4731607,17.074001,-4.755956,-0.7269102,-19.226715,-6.8027916,-9.494738,-7.975798,hungry
-229.2122,25.028528,-7.2584333,-4.5604963,-28.815914,-14.393147,-9.932816,-14.363378,-13.991257,-10.788674,-16.215471,-5.1284676,-12.316281,-4.8326893,-8.154644,-4.1319757,-8.856376,-4.480773,hungry
-78.65793,-15.432876,-15.252159,1.4002095,-4.9971166,-8.173572,1.7345313,-5.401608,-13.066017,-3.1585162,-11.705567,11.836673,7.7830195,0.91010237,-15.799406,-1.3638747,1.640548,-5.658319,hungry
-150.36386,30.223602,-3.751312,16.64878,-5.5117445,-7.347704,-13.304902,-9.960065,-22.35407,-10.409048,-16.357615,-8.513063,-1.8060081,-0.8720765,-12.646529,-11.064489,-8.391156,-3.0667984,hungry
-172.75209,59.334915,6.6764803,-1.6163024,-20.576889,9.389296,-8.54255,-21.055466,-15.847325,-17.659906,-19.12821,-4.180043,-4.4745393,-2.2909086,-12.041313,-14.086637,-11.109058,-6.938258,hungry
-287.50906,90.43173,-3.1146324,6.641026,-4.5822144,-2.3851578,-15.1502495,-5.316283,-13.485115,-5.4389887,-17.01812,-7.423264,-15.544592,-4.779931,5.5490503,11.600992,-0.879543,-13.242472,hungry
-201.06683,58.05992,-27.687714,-3.9242136,-35.15244,-1.9572984,-26.43195,10.179067,6.224679,1.7110914,-18.906597,-19.180262,-8.262191,-12.296606,-12.394744,-2.8102648,5.1893373,-1.9654202,hungry
-316.946,39.418022,2.670279,-25.79085,-39.463654,-16.243582,-1.1389295,-6.1352353,-11.4653,2.3692431,-8.392543,7.6540294,2.3149862,2.8937538,-9.220922,-6.340762,-9.933504,-9.107771,hungry
-287.26526,24.375515,-17.916597,-8.057553,-26.596241,-4.8950615,-8.911373,-2.006605,-13.988212,-10.51431,-7.5718913,-9.394132,-2.1048515,-1.42497,-7.190416,-8.373003,-9.14091,-3.8219385,hungry
-530.66626,36.033764,3.9784803,5.1435657,-8.847031,-5.649689,-10.088673,-6.918763,-11.039002,-5.491841,-9.163253,-4.6207657,-7.986084,-6.182213,-10.363922,-5.4519615,-8.846152,-6.422274,hungry
-209.61441,25.356707,-20.680677,-5.439002,-5.0112867,-6.024842,-19.207726,-9.627599,-15.135399,-7.325966,-11.378924,-0.8833071,-6.964709,-5.357657,-11.563776,-4.591964,-4.2646313,-1.1919935,hungry
-240.65358,42.35746,-22.280283,-9.97309,-40.40162,-16.807367,-20.295269,-16.997126,-13.989494,-7.9632273,-5.3878202,3.7516816,4.875203,4.428291,-5.877113,-6.6481667,-11.700281,-11.810969,hungry
-247.75331,51.91314,0.3751123,-3.3768911,-21.26112,-0.71471024,-10.106522,-6.613534,-17.155308,-3.1413007,-14.052694,-7.056017,-13.248448,-7.3532157,-10.394804,-11.535055,-13.610852,-4.369477,hungry
-413.9711,11.476853,-27.491062,-5.2865624,-3.9228504,-5.445428,-11.663613,-13.243231,-17.124565,-10.916795,-22.156115,-7.9875264,-15.300187,-11.20872,-7.099866,-2.5331476,-6.991327,-2.3638186,hungry
